complex_name,protein_path,ligand_description,protein_sequence
A15_10_4-guanidinobutyraldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/10_4-guanidinobutyraldehyde.sdf,
A15_11_prop-2-enal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/11_prop-2-enal.sdf,
A15_12_prop-2-ynal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/12_prop-2-ynal.sdf,
A15_13_(2E)-but-2-enal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/13_(2E)-but-2-enal.sdf,
A15_14_trans-2-Hexenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/14_trans-2-Hexenal.sdf,
A15_15_heptanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/15_heptanal.sdf,
A15_16_octanaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/16_octanaldehyde.sdf,
A15_17_nonanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/17_nonanal.sdf,
A15_18_decanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/18_decanal.sdf,
A15_19_dodecanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/19_dodecanal.sdf,
A15_1_formaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/1_formaldehyde.sdf,
A15_20_Citral,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/20_Citral.sdf,
A15_21_cis-2-Octenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/21_cis-2-Octenal.sdf,
A15_22_trans-2-Octenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/22_trans-2-Octenal.sdf,
A15_23_4-Hydroxynonenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/23_4-Hydroxynonenal.sdf,
A15_24_Tetradecanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/24_Tetradecanal.sdf,
A15_25_hexadecanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/25_hexadecanal.sdf,
A15_26_trans-2-hexadecenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/26_trans-2-hexadecenal.sdf,
A15_27_Benzaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/27_Benzaldehyde.sdf,
A15_28_Phenylacetaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/28_Phenylacetaldehyde.sdf,
A15_29_Salicylaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/29_Salicylaldehyde.sdf,
A15_2_acetaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/2_acetaldehyde.sdf,
"A15_30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal",/mnt/Coco/A15-B2/A15.pdb,"/mnt/Coco/substrate/30_(E)-3-(3,4-Dihydroxyphenyl)prop-2-enal.sdf",
"A15_31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",/mnt/Coco/A15-B2/A15.pdb,"/mnt/Coco/substrate/31_(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal.sdf",
A15_32_9-cis-Retinal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/32_9-cis-Retinal.sdf,
A15_33_11-cis-Retinol,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/33_11-cis-Retinol.sdf,
A15_34_4-hydroxy-2-nonenal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/34_4-hydroxy-2-nonenal.sdf,
A15_35_Cinnamaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/35_Cinnamaldehyde.sdf,
A15_36_3-(4-Isopropylphenyl)-2-methylpropanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/36_3-(4-Isopropylphenyl)-2-methylpropanal.sdf,
A15_37_thiobenzaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/37_thiobenzaldehyde.sdf,
"A15_38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",/mnt/Coco/A15-B2/A15.pdb,"/mnt/Coco/substrate/38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde.sdf",
A15_39_4-nitrobenzaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/39_4-nitrobenzaldehyde.sdf,
A15_3_propylaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/3_propylaldehyde.sdf,
A15_40_Furan-2-carbaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/40_Furan-2-carbaldehyde.sdf,
A15_41_Indole-3-acetaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/41_Indole-3-acetaldehyde.sdf,
A15_42_Glutamate-5-semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/42_Glutamate-5-semialdehyde.sdf,
A15_43_Glutamate-1-semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/43_Glutamate-1-semialdehyde.sdf,
A15_44_glutarate semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/44_glutarate semialdehyde.sdf,
A15_45_adipate semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/45_adipate semialdehyde.sdf,
A15_46_Succinic semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/46_Succinic semialdehyde.sdf,
A15_47_methylmalonate semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/47_methylmalonate semialdehyde.sdf,
A15_48_alpha-aminoadipate semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/48_alpha-aminoadipate semialdehyde.sdf,
A15_49_2-Aminomuconic semialdehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/49_2-Aminomuconic semialdehyde.sdf,
A15_4_malonaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/4_malonaldehyde.sdf,
A15_50_10-formyltetrahydrofolate,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/50_10-formyltetrahydrofolate.sdf,
A15_51_6R-Tetrahydrofolic acid,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/51_6R-Tetrahydrofolic acid.sdf,
A15_52_Triose phosphate,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/52_Triose phosphate.sdf,
A15_53_Pyridoxal phosphate,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/53_Pyridoxal phosphate.sdf,
A15_54_Methanol,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/54_Methanol.sdf,
A15_55_Ethanol,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/55_Ethanol.sdf,
A15_56_S-hydroxy-methylglutathione,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/56_S-hydroxy-methylglutathione.sdf,
A15_57_S-3-oxopropylglutathione,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/57_S-3-oxopropylglutathione.sdf,
A15_58_S-(4-oxobutan-2-yl)glutathione,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/58_S-(4-oxobutan-2-yl)glutathione.sdf,
A15_59_4-Hydroxynonenal_glutathione,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/59_4-Hydroxynonenal_glutathione.sdf,
A15_5_butyraldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/5_butyraldehyde.sdf,
A15_60_S-Formylglutathione,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/60_S-Formylglutathione.sdf,
A15_6_amylaldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/6_amylaldehyde.sdf,
A15_7_glutaraldehyde,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/7_glutaraldehyde.sdf,
A15_8_hexanal,/mnt/Coco/A15-B2/A15.pdb,/mnt/Coco/substrate/8_hexanal.sdf,
